Study: 2.16.840.1.113669.632.20.1211.10000220884
Series: 1.2.840.113704.1.111.2464.1146203805.9
SpacingX: 0.7578125
SpacingY: 0.7578125
SpacingZ: 10.0

label: consolidation
localisation: non-relevant
slice_number: 8
nb_points_on_contour: 222
101.11578359653592 248.69569936650808
101.11578359653592 248.4131520030846
101.11578359653592 248.13060463966113
101.11578359653592 247.84805727623768
101.11578359653592 247.5655099128142
101.20996605101041 247.00041518596726
101.3041485054849 246.52950291359483
101.49251341443389 246.15277309569686
101.58669586890838 245.87022573227338
101.68087832338286 245.5876783688499
101.68087832338286 245.21094855095197
101.77506077785736 244.7400362785795
101.96342568680633 244.45748891515603
102.05760814128081 244.17494155173256
102.34015550470428 243.98657664278358
102.43433795917878 243.7040292793601
102.71688532260225 243.32729946146216
102.99943268602573 243.04475209803869
103.28198004944919 242.7622047346152
103.56452741287266 242.66802228014072
103.84707477629613 242.47965737119173
104.22380459419409 242.29129246224278
104.50635195761757 242.1029275532938
104.78889932104103 241.9145626443448
105.16562913893898 241.72619773539583
105.54235895683695 241.44365037197235
105.82490632026042 241.25528546302337
106.20163613815839 241.0669205540744
106.48418350158185 240.7843731906509
106.8609133194798 240.40764337275297
107.14346068290328 240.1250960093295
107.42600804632674 239.9367311003805
107.80273786422471 239.46581882800808
107.8969203186992 239.1832714645846
108.08528522764819 238.80654164668664
108.17946768212268 238.52399428326316
108.27365013659715 238.2414469198397
108.27365013659715 237.86471710194172
108.27365013659715 237.48798728404378
108.27365013659715 237.01707501167132
108.27365013659715 236.64034519377336
108.17946768212268 236.26361537587542
108.08528522764819 235.88688555797745
107.9911027731737 235.51015574007948
107.9911027731737 235.13342592218152
107.8969203186992 234.75669610428358
107.8969203186992 234.4741487408601
107.70855540975022 234.00323646848764
107.52019050080125 233.43814174164072
107.42600804632674 233.15559437821724
107.33182559185227 232.87304701479377
107.14346068290328 232.5904996513703
107.04927822842879 232.30795228794682
106.9550957739543 232.02540492452334
106.67254841053084 231.6486751066254
106.39000104710736 231.17776283425295
106.10745368368389 230.89521547082947
105.82490632026042 230.61266810740602
105.44817650236246 230.23593828950806
104.97726422999001 229.8592084716101
104.50635195761757 229.38829619923763
104.03543968524512 229.10574883581415
