Study: 2.16.840.1.113669.632.20.1211.10000300075
Series: 1.3.12.2.1107.5.1.4.54693.30000006090106331576500000107
SpacingX: 0.54296875
SpacingY: 0.54296875
SpacingZ: 1.0

label: consolidation
localisation: diffuse
slice_number: 9
nb_points_on_contour: 129
75.67437540330208 138.5857874724772
75.07721464747189 138.5857874724772
74.48005389164163 139.18294822830745
73.68383955053459 139.38200181358417
73.08667879470437 139.97916256941443
72.48951803887414 140.37726973996791
72.0914108683206 140.97443049579817
71.4942501124904 141.37253766635166
70.89708935666017 141.57159125162843
70.29992860082994 142.16875200745866
69.70276784499966 142.56685917801218
69.30466067444618 143.1640199338424
68.15637513608932 143.240841687157
67.80066908024004 143.47797905772316
67.56353170967391 143.95225379885548
67.20782565382463 144.18939116942164
66.85211959797542 144.18939116942164
66.49641354212616 144.18939116942164
66.14070748627691 144.42652853998783
65.78500143042767 144.66366591055396
65.42929537457842 144.90080328112015
65.19215800401226 145.37507802225247
65.19215800401226 145.73078407810172
65.19215800401226 146.08649013395097
65.42929537457842 146.5607648750833
65.78500143042767 146.91647093093255
66.14070748627691 147.2721769867818
66.49641354212616 147.74645172791412
66.85211959797542 147.98358909848028
67.20782565382463 148.22072646904647
67.56353170967391 148.22072646904647
66.91601765112519 148.9365739068681
66.85211959797542 149.64355069244345
67.32639433910775 149.76211937772655
67.80066908024007 149.52498200716036
68.15637513608932 149.4064133218773
68.51208119193858 149.2878446365942
68.86778724778782 149.2878446365942
69.22349330363707 149.2878446365942
69.6977680447694 149.2878446365942
69.6977680447694 149.64355069244345
69.6977680447694 149.9992567482927
69.57919935948632 150.35496280414196
69.46063067420324 150.7106688599912
69.6977680447694 151.06637491584044
69.6977680447694 151.4220809716897
69.6977680447694 151.77778702753895
70.05347410061866 152.1334930833882
70.29061147118482 152.48919913923743
70.64631752703407 152.48919913923743
71.0020235828833 152.48919913923743
71.35772963873256 152.48919913923743
71.71343569458182 152.37063045395436
72.06914175043104 152.1334930833882
72.42484780628031 151.77778702753895
72.78055386212957 151.65921834225585
73.13625991797879 151.65921834225585
73.37339728854498 151.3035122864066
73.61053465911112 150.94780623055738
73.84767202967731 150.59210017470812
73.84767202967731 150.23639411885887
74.28100030636483 148.9365739068681
75.38906493835736 148.45786383961263
75.74477099420658 148.22072646904647
76.10047705005586 147.98358909848028
76.33761442062199 147.62788304263103
76.57475179118819 147.2721769867818
76.69332047647123 146.91647093093255
76.81188916175431 146.5607648750833
77.1675952176036 146.44219618980023
77.2861639028867 145.96792144866788
77.52330127345286 145.61221539281865
77.87900732930213 145.37507802225247
77.87900732930213 145.0193719664032
78.11614469986829 144.66366591055396
78.47185075571753 144.30795985470473
78.82755681156675 143.95225379885548
79.06469418213295 143.59654774300623
79.30183155269911 143.240841687157
79.53896892326527 142.88513563130772
79.65753760854835 142.5294295754585
80.01324366439758 142.5294295754585
80.36894972024686 142.5294295754585
80.7246557760961 142.5294295754585
81.08036183194532 142.5294295754585
81.4360678877946 142.5294295754585
81.79177394364385 142.5294295754585
82.14747999949307 142.5294295754585
82.50318605534234 142.5294295754585
82.8588921111916 142.5294295754585
83.21459816704082 142.5294295754585
83.57030422289009 142.5294295754585
83.92601027873933 142.2922922048923
84.16314764930549 141.93658614904308
84.51885370515475 141.34374272262767
84.75599107572091 140.9880366667784
84.874559761004 140.51376192564607
84.99312844628707 140.15805586979684
84.99312844628707 139.8023498139476
84.99312844628707 139.44664375809833
84.99312844628707 139.0909377022491
84.99312844628707 138.61666296111676
84.99312844628707 138.2609569052675
84.99312844628707 137.90525084941828
84.99312844628707 137.549544793569
84.63742239043783 137.31240742300284
84.28171633458857 137.07527005243668
83.80744159345625 136.83813268187052
83.33316685232393 136.48242662602127
82.97746079647467 136.2452892554551
82.62175474062542 136.00815188488895
82.26604868477618 136.00815188488895
81.91034262892693 135.77101451432276
81.55463657307769 135.88958319960585
81.08036183194534 135.77101451432276
80.7246557760961 135.77101451432276
80.36894972024686 135.5338771437566
80.01324366439759 135.41530845847353
79.65753760854835 135.41530845847353
79.30183155269911 135.6524458290397
78.94612549684985 135.88958319960585
78.70898812628369 136.36385794073817
78.47185075571753 136.71956399658742
78.11614469986829 136.95670136715358
77.9975760145852 137.31240742300284
77.64186995873594 137.31240742300284
77.2861639028867 137.549544793569
76.93045784703746 137.7866821641352
76.57475179118819 138.2609569052675
slice_number: 10
nb_points_on_contour: 90
74.67910747691836 137.98862671664693
74.08194672108816 138.1876803019237
73.28573237998117 138.5857874724772
72.68857162415087 139.18294822830745
71.8923572830439 139.58105539886094
71.4942501124904 140.17821615469117
70.69803577138342 140.5763233252447
70.29992860082994 141.17348408107492
69.70276784499966 141.57159125162843
69.22349330363707 142.05515483432617
68.74921856250474 142.2922922048923
68.3935125066555 142.64799826074156
67.91923776552316 143.0037043165908
67.68210039495699 143.35941037244007
67.20782565382466 143.47797905772316
66.73355091269232 143.71511642828932
66.37784485684308 143.83368511357241
65.90357011571075 144.07082248413857
65.5478640598615 144.18939116942164
65.19215800401226 144.42652853998783
64.95502063344608 144.78223459583705
64.71788326287992 145.1379406516863
64.59931457759684 145.49364670753556
64.3621772070307 145.84935276338481
64.48074589231378 146.20505881923407
64.71788326287992 146.5607648750833
65.07358931872919 146.79790224564948
65.19215800401226 147.1536083014987
65.42929537457842 147.50931435734796
65.66643274514459 147.86502041319721
66.02213880099383 148.10215778376337
66.37784485684308 148.33929515432953
66.73355091269232 148.6950012101788
67.08925696854158 148.93213858074495
67.44496302439083 149.16927595131114
67.80066908024007 149.4064133218773
68.15637513608932 149.76211937772655
68.51208119193858 149.9992567482927
68.86778724778782 150.35496280414196
69.22349330363707 150.47353148942503
69.57919935948632 150.7106688599912
69.93490541533555 150.7106688599912
70.29061147118482 150.7106688599912
70.52774884175099 150.35496280414196
70.88345489760023 149.88068806300961
71.23916095344948 149.76211937772655
71.35772963873256 149.2878446365942
71.71343569458182 149.05070726602804
72.06914175043104 148.81356989546188
72.30627912099723 148.33929515432953
72.42484780628031 147.98358909848028
72.66198517684649 147.50931435734796
72.78055386212957 147.1536083014987
74.21464911127262 146.28252610317816
75.34261942784089 145.22090698170214
76.47058974440912 144.15928786022616
77.46585767079287 143.5621271043959
78.11614469986829 142.88513563130772
78.47185075571753 142.88513563130772
78.94612549684985 142.88513563130772
79.30183155269911 142.88513563130772
79.89467497911451 142.88513563130772
80.25038103496377 142.88513563130772
80.60608709081302 142.88513563130772
80.96179314666226 142.64799826074156
81.08036183194534 142.17372351960924
81.19893051722843 141.81801746376
81.31749920251151 141.46231140791076
81.4360678877946 141.10660535206148
81.55463657307769 140.75089929621225
81.55463657307769 140.395193240363
81.55463657307769 140.03948718451375
81.31749920251151 139.6837811286645
81.31749920251151 139.32807507281524
81.08036183194534 138.972369016966
80.84322446137918 138.61666296111676
80.60608709081302 138.2609569052675
80.13181234968069 138.02381953470135
79.89467497911451 137.6681134788521
79.53896892326527 137.549544793569
79.18326286741603 137.31240742300284
78.82755681156677 137.07527005243668
78.47185075571753 137.07527005243668
78.11614469986829 137.19383873771977
77.76043864401902 137.31240742300284
77.2861639028867 137.549544793569
76.93045784703746 137.6681134788521
76.45618310590513 137.90525084941828
75.98190836477279 138.02381953470135
75.50763362364046 138.1423882199844
nb_points_on_contour: 172
213.45752603250958 145.300870975392
213.2197920536404 145.22162631576896
212.98205807477123 145.06313699652284
212.74432409590207 145.06313699652284
212.50659011703289 144.82540301765368
212.26885613816373 144.7461583580306
212.03112215929457 144.5876690387845
211.79338818042538 144.5876690387845
211.55565420155622 144.50842437916145
211.31792022268706 144.4291797195384
211.08018624381788 144.2706904002923
210.84245226494872 144.19144574066922
210.60471828607956 144.03295642142314
210.28773964758733 143.87446710217702
210.05000566871814 143.79522244255395
209.812271689849 143.7159777829309
209.57453771097983 143.63673312330783
209.33680373211067 143.47824380406172
209.0990697532415 143.39899914443868
208.86133577437232 143.24050982519256
208.62360179550316 143.16126516556952
208.385867816634 142.92353118670033
208.14813383776482 142.92353118670033
207.91039985889566 142.68579720783117
207.6726658800265 142.52730788858506
207.4349319011573 142.448063228962
207.19719792228815 142.2895739097159
206.959463943419 142.05183993084674
206.72172996454984 142.05183993084674
206.48399598568065 141.97259527122367
206.2462620068115 141.89335061160062
206.00852802794233 141.7348612923545
205.77079404907315 141.65561663273144
205.533060070204 141.49712731348535
205.29532609133483 141.41788265386228
205.05759211246567 141.41788265386228
204.81985813359648 141.33863799423924
204.58212415472732 141.33863799423924
204.34439017585817 141.18014867499312
204.10665619698898 141.10090401537005
203.86892221811982 141.021659355747
203.63118823925066 140.94241469612393
203.39345426038147 140.8631700365009
203.15572028151232 140.8631700365009
202.91798630264316 140.62543605763173
202.68025232377397 140.54619139800866
202.4425183449048 140.38770207876257
202.20478436603565 140.22921275951643
201.96705038716647 140.14996809989339
201.7293164082973 140.07072344027034
201.49158242942815 140.07072344027034
201.253848450559 140.22921275951643
201.0161144716898 140.22921275951643
200.77838049282065 140.38770207876257
200.5406465139515 140.54619139800866
200.30291253508233 140.70468071725477
200.14442321583618 140.94241469612393
199.90668923696703 140.94241469612393
199.7481999177209 141.25939333461616
199.51046593885175 141.41788265386228
199.2727319599826 141.41788265386228
199.19348730035952 141.7348612923545
198.95575332149036 141.89335061160062
198.79726400224425 142.21032925009285
198.7180193426212 142.448063228962
198.7180193426212 142.68579720783117
198.63877468299813 143.0027758463234
198.63877468299813 143.24050982519256
198.79726400224425 143.5574884636848
199.0349979811134 143.7159777829309
199.19348730035952 143.95371176180007
199.51046593885175 144.11220108104618
199.58971059847482 144.34993505991534
199.90668923696703 144.5876690387845
199.90668923696703 144.82540301765368
199.82744457734398 145.06313699652284
199.7481999177209 145.38011563501507
199.51046593885175 145.45936029463812
199.4312212792287 145.6970942735073
199.35197661960564 145.93482825237646
199.2727319599826 146.2518068908687
198.79726400224425 146.17256223124562
198.5595300233751 146.41029621011478
198.3217960445059 146.64803018898397
198.24255138488286 146.88576416785313
198.24255138488286 147.12349814672228
198.40104070412897 147.36123212559144
198.5595300233751 147.59896610446063
198.71801934262123 147.8367000833298
198.95575332149036 148.07443406219897
199.19348730035952 148.23292338144506
199.35197661960564 148.5499020199373
199.58971059847482 148.47065736031425
199.82744457734398 148.39141270069118
200.1444232158362 148.3121680410681
200.46140185432841 148.15367872182202
200.6991358331976 147.9951894025759
200.9368698120668 147.91594474295286
201.17460379093595 147.8367000833298
201.4123377698051 147.75745542370674
201.72931640829734 147.59896610446063
201.96705038716647 147.5197214448376
202.2840290256587 147.4404767852145
202.52176300452788 147.4404767852145
202.68025232377397 147.2819874659684
202.91798630264316 147.2819874659684
203.15572028151232 147.4404767852145
203.39345426038147 147.59896610446063
203.63118823925066 147.75745542370674
203.94816687774286 147.91594474295286
204.18590085661202 148.07443406219897
204.4236348354812 148.07443406219897
204.74061347397344 147.91594474295286
204.74061347397344 147.6782107640837
204.74061347397344 147.4404767852145
204.89910279321953 147.20274280634533
205.05759211246567 146.9650088274762
205.37457075095787 146.80651950823005
205.61230472982703 146.80651950823005
205.85003870869622 146.80651950823005
206.0877726875654 146.9650088274762
206.32550666643453 147.20274280634533
206.56324064530372 147.4404767852145
206.88021928379595 147.6782107640837
206.88021928379595 147.91594474295286
207.11795326266514 148.07443406219897
207.27644258191123 148.3121680410681
207.5141765607804 148.47065736031425
207.75191053964954 148.47065736031425
207.98964451851873 148.39141270069118
208.2273784973879 148.15367872182202
208.46511247625705 147.91594474295286
208.78209111474928 147.6782107640837
209.0990697532415 147.59896610446063
209.25755907248762 147.8367000833298
209.25755907248762 148.07443406219897
209.25755907248762 148.3121680410681
209.41604839173374 148.5499020199373
209.41604839173374 148.78763599880645
209.49529305135678 149.02536997767564
209.73302703022597 149.2631039565448
209.9707610090951 149.42159327579088
210.28773964758733 149.89706123352926
210.5254736264565 150.05555055277534
210.9216969245718 150.13479521239842
211.23867556306402 150.45177385089062
211.47640954193315 150.61026317013676
211.71414352080234 150.45177385089062
211.95187749967153 150.37252919126757
212.18961147854066 150.29328453164453
212.42734545740984 150.21403987202146
212.66507943627903 150.13479521239842
212.98205807477126 149.97630589315224
213.14054739401735 149.73857191428314
213.45752603250958 149.42159327579088
213.53677069213262 149.10461463729868
213.77450467100178 148.94612531805257
214.01223864987094 148.78763599880645
214.24997262874012 148.62914667956036
214.4877066076093 148.5499020199373
214.80468524610149 148.39141270069118
215.12166388459372 148.23292338144506
215.28015320383986 147.9951894025759
215.28015320383986 147.75745542370674
215.2009085442168 147.5197214448376
215.12166388459372 147.2819874659684
214.96317456534763 147.04425348709924
214.72544058647844 146.88576416785313
214.56695126723235 146.64803018898397
214.32921728836317 146.48954086973785
214.09148330949404 146.33105155049174
213.85374933062485 146.17256223124562
slice_number: 11
nb_points_on_contour: 172
61.34251726337618 138.98389464303068
61.34251726337618 139.58105539886094
61.14346367809948 140.5763233252447
61.14346367809948 141.17348408107492
61.63509744551979 142.05515483432617
61.87223481608595 142.4108608901754
61.87223481608595 142.76656694602465
62.34650955721828 143.0037043165908
62.58364692778446 143.35941037244007
62.82078429835062 143.71511642828932
62.70221561306754 144.07082248413857
62.58364692778446 144.42652853998783
62.46507824250136 144.78223459583705
62.34650955721828 145.1379406516863
62.109372186652124 145.61221539281865
62.109372186652124 145.96792144866788
61.99080350136903 146.32362750451713
61.99080350136903 146.6793335603664
62.109372186652124 147.03503961621564
62.46507824250136 147.03503961621564
62.82078429835062 146.91647093093255
63.29505903948295 146.79790224564948
63.65076509533219 146.5607648750833
64.12503983646452 146.44219618980023
64.3621772070307 146.08649013395097
64.59931457759686 145.73078407810172
64.83645194816302 145.37507802225247
65.07358931872919 145.0193719664032
65.54786405986151 144.90080328112015
65.54786405986151 144.5450972252709
65.90357011571076 144.42652853998783
66.3778448568431 144.66366591055396
66.61498222740926 145.0193719664032
66.97068828325851 145.25650933696937
67.20782565382467 145.73078407810172
67.44496302439083 146.08649013395097
68.11033916278569 145.95077012771688
68.86778724778779 146.20505881923407
69.22349330363707 146.08649013395097
69.57919935948632 146.08649013395097
69.93490541533552 146.08649013395097
70.40918015646785 146.08649013395097
70.76488621231715 145.84935276338481
71.1205922681664 145.84935276338481
71.4762983240156 145.37507802225247
71.71343569458182 144.90080328112015
71.95057306514794 144.5450972252709
72.18771043571415 144.07082248413857
72.42484780628031 143.59654774300623
72.42484780628031 143.240841687157
72.42484780628031 142.88513563130772
72.30627912099723 142.5294295754585
72.54341649156335 142.17372351960924
72.66198517684649 141.81801746376
72.78055386212957 141.46231140791076
72.89912254741265 141.10660535206148
73.13625991797876 140.63233061092916
73.49196597382806 140.27662455507993
73.84767202967731 140.03948718451375
74.20337808552651 139.8023498139476
74.44051545609273 139.32807507281524
74.79622151194195 139.0909377022491
75.15192756779118 138.85380033168292
75.50763362364044 138.85380033168292
75.74477099420659 138.3795255905506
76.10047705005586 138.02381953470135
76.45618310590511 137.549544793569
76.57475179118819 137.19383873771977
76.69332047647124 136.83813268187052
76.93045784703745 136.36385794073817
76.93045784703745 136.00815188488895
77.04902653232053 135.5338771437566
77.04902653232053 135.17817108790734
77.04902653232053 134.82246503205812
77.1675952176036 134.34819029092577
77.40473258816978 133.87391554979345
78.23471338515137 133.6367781792273
78.5904194410006 133.6367781792273
78.94612549684983 133.6367781792273
79.30183155269911 133.6367781792273
79.65753760854835 133.6367781792273
80.01324366439758 133.6367781792273
80.36894972024686 133.3996408086611
80.60608709081302 132.92536606752878
80.96179314666225 132.68822869696263
81.19893051722843 132.21395395583028
81.19893051722843 131.85824789998105
81.19893051722843 131.5025418441318
81.19893051722843 131.14683578828254
80.96179314666225 130.7911297324333
80.7246557760961 130.43542367658404
80.48751840552994 130.0797176207348
80.25038103496377 129.72401156488556
79.8946749791145 129.72401156488556
79.65753760854835 129.2497368237532
79.18326286741603 129.01259945318705
78.82755681156675 128.7754620826209
78.47185075571753 128.7754620826209
78.11614469986829 128.7754620826209
77.760438644019 128.89403076790398
77.52330127345286 129.2497368237532
77.1675952176036 129.2497368237532
76.69332047647127 129.72401156488556
76.69332047647127 130.0797176207348
76.69332047647127 130.43542367658404
76.45618310590511 130.7911297324333
76.21904573533894 131.14683578828254
75.74477099420662 131.5025418441318
75.38906493835736 131.85824789998105
74.91479019722503 132.21395395583028
74.44051545609273 132.45109132639647
74.08480940024346 132.56966001167953
73.61053465911112 132.33252264111337
73.37339728854498 131.85824789998105
73.13625991797879 131.5025418441318
73.13625991797879 131.14683578828254
73.2548286032619 130.67256104715023
73.2548286032619 130.31685499130097
73.2548286032619 129.96114893545172
73.2548286032619 129.60544287960246
73.2548286032619 129.2497368237532
72.78055386212957 129.01259945318705
72.42484780628031 129.01259945318705
72.06914175043104 129.01259945318705
71.71343569458182 129.13116813847014
71.35772963873256 129.2497368237532
71.0020235828833 129.3683055090363
70.64631752703407 129.4868741943194
70.17204278590174 129.72401156488556
69.81633673005248 129.84258025016862
69.34206198892014 130.0797176207348
69.10492461835399 130.43542367658404
68.86778724778782 130.7911297324333
68.63064987722166 131.14683578828254
68.63064987722166 131.5025418441318
68.63064987722166 131.85824789998105
68.74921856250474 132.21395395583028
68.86778724778782 132.56966001167953
68.98635593307091 132.92536606752878
69.22349330363707 133.28107212337804
69.46063067420324 133.6367781792273
69.6977680447694 133.99248423507652
69.81633673005248 134.34819029092577
69.81633673005248 134.70389634677502
69.34206198892014 134.94103371734118
69.10492461835399 135.29673977319044
68.74921856250474 135.29673977319044
68.3935125066555 135.29673977319044
68.03780645080624 135.05960240262428
67.68210039495699 134.82246503205812
67.32639433910775 134.58532766149193
67.32639433910775 134.2296216056427
67.08925696854158 133.87391554979345
66.73355091269232 133.87391554979345
66.37784485684308 133.99248423507652
65.90357011571075 134.2296216056427
65.66643274514459 134.58532766149193
65.42929537457842 134.94103371734118
65.19215800401226 135.29673977319044
64.95502063344608 135.6524458290397
64.71788326287992 136.00815188488895
64.48074589231378 136.36385794073817
64.24360852174759 136.71956399658742
64.24360852174759 137.07527005243668
64.24360852174759 137.43097610828593
63.769333780615284 137.6681134788521
63.29505903948295 137.90525084941828
62.9393529836337 137.90525084941828
62.58364692778446 138.02381953470135
62.2279408719352 138.1423882199844
61.75366613080287 138.3795255905506
61.397960074953616 138.49809427583367
nb_points_on_contour: 246
210.36698430721037 143.5574884636848
210.6839629457026 143.5574884636848
210.9216969245718 143.5574884636848
211.15943090344098 143.24050982519253
211.3971648823101 143.08202050594645
211.6348988611793 142.92353118670033
211.87263284004845 142.76504186745422
212.1103668189176 142.60655254820813
212.3481007977868 142.60655254820813
212.585834776656 142.448063228962
212.82356875552512 142.28957390971584
212.98205807477126 142.05183993084674
212.98205807477126 141.81410595197755
213.0613027343943 141.49712731348535
213.0613027343943 141.25939333461616
213.14054739401735 140.94241469612388
212.98205807477126 140.70468071725477
212.74432409590207 140.38770207876257
